airport_id	airport_name	city	country	airport_iata	airport_icao	latitude	longitude
1	Goroka Airport	Goroka	Papua New Guinea	GKA	AYGA	-6.0816898346	145.391998291
2	Madang Airport	Madang	Papua New Guinea	MAG	AYMD	-5.2070798874	145.789001465
3	Mount Hagen Kagamuga Airport	Mount Hagen	Papua New Guinea	HGU	AYMH	-5.826789856	144.296005249
4	Nadzab Airport	Nadzab	Papua New Guinea	LAE	AYNZ	-6.569803	146.725977
5	Port Moresby Jacksons International Airport	Port Moresby	Papua New Guinea	POM	AYPY	-9.4433803558	147.2200012207
6	Wewak International Airport	Wewak	Papua New Guinea	WWK	AYWK	-3.5838301182	143.669006348
7	Narsarsuaq Airport	Narssarssuaq	Greenland	UAK	BGBW	61.1604995728	-45.4259986877
8	Godthaab / Nuuk Airport	Godthaab	Greenland	GOH	BGGH	64.19090271	-51.6781005859
9	Kangerlussuaq Airport	Sondrestrom	Greenland	SFJ	BGSF	67.0122218992	-50.7116031647
10	Thule Air Base	Thule	Greenland	THU	BGTL	76.5311965942	-68.7032012939
11	Akureyri Airport	Akureyri	Iceland	AEY	BIAR	65.6600036621	-18.0727005005
12	Egilsstaðir Airport	Egilsstadir	Iceland	EGS	BIEG	65.2833023071	-14.4013996124
13	Hornafjörður Airport	Hofn	Iceland	HFN	BIHN	64.295601	-15.2272
14	Húsavík Airport	Husavik	Iceland	HZK	BIHU	65.952301	-17.426001
15	Ísafjörður Airport	Isafjordur	Iceland	IFJ	BIIS	66.0580978394	-23.1352996826
16	Keflavik International Airport	Keflavik	Iceland	KEF	BIKF	63.9850006104	-22.6056003571
17	Patreksfjörður Airport	Patreksfjordur	Iceland	PFJ	BIPA	65.555801	-23.965
18	Reykjavik Airport	Reykjavik	Iceland	RKV	BIRK	64.1299972534	-21.9405994415
19	Siglufjörður Airport	Siglufjordur	Iceland	SIJ	BISI	66.133301	-18.9167
20	Vestmannaeyjar Airport	Vestmannaeyjar	Iceland	VEY	BIVM	63.4243011475	-20.2789001465
21	Sault Ste Marie Airport	Sault Sainte Marie	Canada	YAM	CYAM	46.4850006104	-84.5093994141
22	Winnipeg / St. Andrews Airport	Winnipeg	Canada	null	CYAV	50.0564002991	-97.0325012207
23	Halifax / CFB Shearwater Heliport	Halifax	Canada	null	CYAW	44.639702	-63.499401
24	St. Anthony Airport	St. Anthony	Canada	YAY	CYAY	51.3918991089	-56.0830993652
25	Tofino / Long Beach Airport	Tofino	Canada	YAZ	CYAZ	49.079833	-125.775583
26	Kugaaruk Airport	Pelly Bay	Canada	YBB	CYBB	68.534401	-89.808098
27	Baie Comeau Airport	Baie Comeau	Canada	YBC	CYBC	49.1324996948	-68.2043991089
28	CFB Bagotville	Bagotville	Canada	YBG	CYBG	48.3306007385	-70.9963989258
29	Baker Lake Airport	Baker Lake	Canada	YBK	CYBK	64.2988967896	-96.077796936
30	Campbell River Airport	Campbell River	Canada	YBL	CYBL	49.9508018494	-125.2710037231
31	Brandon Municipal Airport	Brandon	Canada	YBR	CYBR	49.91	-99.951897
32	Cambridge Bay Airport	Cambridge Bay	Canada	YCB	CYCB	69.1081008911	-105.138000488
33	Nanaimo Airport	Nanaimo	Canada	YCD	CYCD	49.0549702249	-123.869862556
34	Castlegar/West Kootenay Regional Airport	Castlegar	Canada	YCG	CYCG	49.2963981628	-117.632003784
35	Miramichi Airport	Chatham	Canada	YCH	CYCH	47.007801	-65.449203
36	Charlo Airport	Charlo	Canada	YCL	CYCL	47.990799	-66.330299
37	Kugluktuk Airport	Coppermine	Canada	YCO	CYCO	67.816704	-115.143997
38	Coronation Airport	Coronation	Canada	YCT	CYCT	52.0750007629	-111.444999695
39	Chilliwack Airport	Chilliwack	Canada	YCW	CYCW	49.1528015137	-121.939002991
40	Clyde River Airport	Clyde River	Canada	YCY	CYCY	70.4860992432	-68.5167007446
41	Coral Harbour Airport	Coral Harbour	Canada	YZS	CYZS	64.1932983398	-83.3593978882
42	Dawson City Airport	Dawson	Canada	YDA	CYDA	64.0430984497	-139.1280059814
43	Burwash Airport	Burwash	Canada	YDB	CYDB	61.3711013794	-139.0410003662
44	Princeton Airport	Princeton	Canada	null	CYDC	49.4681015015	-120.511001587
45	Deer Lake Airport	Deer Lake	Canada	YDF	CYDF	49.2108001709	-57.3913993835
46	Dease Lake Airport	Dease Lake	Canada	YDL	CYDL	58.4221992493	-130.031997681
47	Dauphin Barker Airport	Dauphin	Canada	YDN	CYDN	51.1007995605	-100.0520019531
48	Dawson Creek Airport	Dawson Creek	Canada	YDQ	CYDQ	55.7422981262	-120.1829986572
49	Edmonton International Airport	Edmonton	Canada	YEG	CYEG	53.3097000122	-113.580001831
50	Arviat Airport	Eskimo Point	Canada	YEK	CYEK	61.0942001343	-94.0708007812
51	Estevan Airport	Estevan	Canada	YEN	CYEN	49.2103004456	-102.966003418
52	Edson Airport	Edson	Canada	YET	CYET	53.5788993835	-116.464996338
53	Eureka Airport	Eureka	Canada	YEU	CYEU	79.9946975708	-85.814201355
54	Inuvik Mike Zubko Airport	Inuvik	Canada	YEV	CYEV	68.3041992188	-133.483001709
55	Iqaluit Airport	Iqaluit	Canada	YFB	CYFB	63.756402	-68.555801
56	Fredericton Airport	Fredericton	Canada	YFC	CYFC	45.8689002991	-66.5372009277
57	Forestville Airport	Forestville	Canada	YFE	CYFE	48.7461013794	-69.0971984863
58	Flin Flon Airport	Flin Flon	Canada	YFO	CYFO	54.6781005859	-101.6819992065
59	Fort Resolution Airport	Fort Resolution	Canada	YFR	CYFR	61.1808013916	-113.690002441
60	Fort Simpson Airport	Fort Simpson	Canada	YFS	CYFS	61.7602005005	-121.2369995117
61	Kingston Norman Rogers Airport	Kingston	Canada	YGK	CYGK	44.2252998352	-76.5969009399
62	La Grande Rivière Airport	La Grande Riviere	Canada	YGL	CYGL	53.6253013611	-77.7042007446
63	Gaspé (Michel-Pouliot) Airport	Gaspe	Canada	YGP	CYGP	48.7752990723	-64.4785995483
64	Geraldton Greenstone Regional Airport	Geraldton	Canada	YGQ	CYGQ	49.778301239	-86.9393997192
65	Îles-de-la-Madeleine Airport	Iles De La Madeleine	Canada	YGR	CYGR	47.4247016907	-61.7780990601
66	Hudson Bay Airport	Hudson Bay	Canada	YHB	CYHB	52.8166999817	-102.310997009
67	Dryden Regional Airport	Dryden	Canada	YHD	CYHD	49.831699	-92.744202
68	Ulukhaktok Holman Airport	Holman Island	Canada	YHI	CYHI	70.762802124	-117.8059997559
69	Gjoa Haven Airport	Gjoa Haven	Canada	YHK	CYHK	68.635597229	-95.8497009277
70	John C. Munro Hamilton International Airport	Hamilton	Canada	YHM	CYHM	43.1735992432	-79.9349975586
71	Montréal / Saint-Hubert Airport	Montreal	Canada	YHU	CYHU	45.5175018311	-73.4169006348
72	Hay River / Merlyn Carter Airport	Hay River	Canada	YHY	CYHY	60.8396987915	-115.782997131
73	Halifax / Stanfield International Airport	Halifax	Canada	YHZ	CYHZ	44.8807983398	-63.5085983276
74	Atikokan Municipal Airport	Atikokan	Canada	YIB	CYIB	48.7738990784	-91.6386032104
75	Pond Inlet Airport	Pond Inlet	Canada	YIO	CYIO	72.6832962036	-77.9666976929
76	St Jean Airport	St. Jean	Canada	YJN	CYJN	45.2943992615	-73.2810974121
77	Stephenville Airport	Stephenville	Canada	YJT	CYJT	48.5442008972	-58.5499992371
78	Kamloops Airport	Kamloops	Canada	YKA	CYKA	50.7022018433	-120.444000244
79	Waterloo Airport	Waterloo	Canada	YKF	CYKF	43.4608001709	-80.3786010742
80	Schefferville Airport	Schefferville	Canada	YKL	CYKL	54.8053016663	-66.8052978516
81	Kindersley Airport	Kindersley	Canada	YKY	CYKY	51.5175018311	-109.180999756
82	Buttonville Municipal Airport	Toronto	Canada	YKZ	CYKZ	43.8622016907	-79.3700027466
83	Chapleau Airport	Chapleau	Canada	YLD	CYLD	47.8199996948	-83.3467025757
84	Meadow Lake Airport	Meadow Lake	Canada	YLJ	CYLJ	54.1253013611	-108.5230026245
85	Lloydminster Airport	Lloydminster	Canada	YLL	CYLL	53.3092002869	-110.0729980469
86	Alert Airport	Alert	Canada	YLT	CYLT	82.5177993774	-62.2806015015
87	Kelowna International Airport	Kelowna	Canada	YLW	CYLW	49.9561004639	-119.377998352
88	Mayo Airport	Mayo	Canada	YMA	CYMA	63.6164016724	-135.8679962158
89	Moose Jaw Air Vice Marshal C. M. McEwen Airport	Moose Jaw	Canada	YMJ	CYMJ	50.3302993774	-105.5589981079
90	Fort McMurray Airport	Fort Mcmurray	Canada	YMM	CYMM	56.653301239	-111.222000122
91	Moosonee Airport	Moosonee	Canada	YMO	CYMO	51.2910995483	-80.6078033447
92	Maniwaki Airport	Maniwaki	Canada	YMW	CYMW	46.2728004456	-75.9906005859
93	Montreal International (Mirabel) Airport	Montreal	Canada	YMX	CYMX	45.679501	-74.038696
94	Natashquan Airport	Natashquan	Canada	YNA	CYNA	50.1899986267	-61.7891998291
95	Ottawa / Gatineau Airport	Gatineau	Canada	YND	CYND	45.5217018127	-75.5635986328
96	Matagami Airport	Matagami	Canada	YNM	CYNM	49.7616996765	-77.8028030396
97	Old Crow Airport	Old Crow	Canada	YOC	CYOC	67.570602417	-139.8390045166
98	CFB Cold Lake	Cold Lake	Canada	YOD	CYOD	54.4049987793	-110.2789993286
99	High Level Airport	High Level	Canada	YOJ	CYOJ	58.6213989258	-117.1650009155
100	Ottawa Macdonald-Cartier International Airport	Ottawa	Canada	YOW	CYOW	45.3224983215	-75.6691970825
101	Prince Albert Glass Field	Prince Albert	Canada	YPA	CYPA	53.2141990662	-105.672996521
102	Peace River Airport	Peace River	Canada	YPE	CYPE	56.226898	-117.446999
103	Southport Airport	Portage-la-prairie	Canada	YPG	CYPG	49.903099	-98.273817
104	Pitt Meadows Airport	Pitt Meadows	Canada	null	CYPK	49.2160987854	-122.7099990845
105	Pickle Lake Airport	Pickle Lake	Canada	YPL	CYPL	51.4463996887	-90.2142028809
106	Port Menier Airport	Port Menier	Canada	YPN	CYPN	49.8363990784	-64.2885971069
107	Peterborough Airport	Peterborough	Canada	YPQ	CYPQ	44.2299995422	-78.3632965088
108	Prince Rupert Airport	Prince Pupert	Canada	YPR	CYPR	54.2860984802	-130.445007324
109	Fort Chipewyan Airport	Fort Chipewyan	Canada	YPY	CYPY	58.76720047	-111.1169967651
110	Muskoka Airport	Muskoka	Canada	YQA	CYQA	44.9747009277	-79.3032989502
111	Quebec Jean Lesage International Airport	Quebec	Canada	YQB	CYQB	46.7911	-71.393303
112	Red Deer Regional Airport	Red Deer Industrial	Canada	YQF	CYQF	52.1822013855	-113.8939971924
113	Windsor Airport	Windsor	Canada	YQG	CYQG	42.2756004333	-82.9555969238
114	Watson Lake Airport	Watson Lake	Canada	YQH	CYQH	60.1164016724	-128.8220062256
115	Kenora Airport	Kenora	Canada	YQK	CYQK	49.7882995605	-94.3630981445
116	Lethbridge County Airport	Lethbridge	Canada	YQL	CYQL	49.6302986145	-112.800003052
117	Greater Moncton International Airport	Moncton	Canada	YQM	CYQM	46.1122016907	-64.6785964966
119	Comox Airport	Comox	Canada	YQQ	CYQQ	49.7108001709	-124.8870010376
120	Regina International Airport	Regina	Canada	YQR	CYQR	50.4319000244	-104.6660003662
121	Thunder Bay Airport	Thunder Bay	Canada	YQT	CYQT	48.3718986511	-89.3238983154
122	Grande Prairie Airport	Grande Prairie	Canada	YQU	CYQU	55.1796989441	-118.885002136
123	Yorkton Municipal Airport	Yorkton	Canada	YQV	CYQV	51.2647018433	-102.4619979858
124	North Battleford Airport	North Battleford	Canada	YQW	CYQW	52.7691993713	-108.2440032959
125	Gander International Airport	Gander	Canada	YQX	CYQX	48.9369010925	-54.5680999756
126	Sydney / J.A. Douglas McCurdy Airport	Sydney	Canada	YQY	CYQY	46.1614	-60.047798
127	Quesnel Airport	Quesnel	Canada	YQZ	CYQZ	53.0261001587	-122.5100021362
128	Resolute Bay Airport	Resolute	Canada	YRB	CYRB	74.7169036865	-94.9693984985
129	Rivière-du-Loup Airport	Riviere Du Loup	Canada	YRI	CYRI	47.7644004822	-69.5847015381
130	Roberval Airport	Roberval	Canada	YRJ	CYRJ	48.5200004578	-72.2656021118
131	Rocky Mountain House Airport	Rocky Mountain House	Canada	YRM	CYRM	52.4296989441	-114.903999329
132	Rankin Inlet Airport	Rankin Inlet	Canada	YRT	CYRT	62.8114013672	-92.1157989502
133	Sudbury Airport	Sudbury	Canada	YSB	CYSB	46.625	-80.7988967896
134	Sherbrooke Airport	Sherbrooke	Canada	YSC	CYSC	45.4385986328	-71.6913986206
135	Saint John Airport	St. John	Canada	YSJ	CYSJ	45.3161010742	-65.890296936
136	Fort Smith Airport	Fort Smith	Canada	YSM	CYSM	60.0203018188	-111.9619979858
137	Nanisivik Airport	Nanisivik	Canada	YSR	CYSR	72.982201	-84.613602
138	Summerside Airport	Summerside	Canada	YSU	CYSU	46.4406013489	-63.8335990906
139	Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport	Sachs Harbour	Canada	YSY	CYSY	71.9938964844	-125.242996216
140	Cape Dorset Airport	Cape Dorset	Canada	YTE	CYTE	64.2300033569	-76.5267028809
141	Thompson Airport	Thompson	Canada	YTH	CYTH	55.8011016846	-97.8641967773
142	CFB Trenton	Trenton	Canada	YTR	CYTR	44.1189002991	-77.5280990601
143	Timmins/Victor M. Power	Timmins	Canada	YTS	CYTS	48.5696983337	-81.376701355
144	Billy Bishop Toronto City Centre Airport	Toronto	Canada	YTZ	CYTZ	43.627499	-79.396202
145	Tuktoyaktuk Airport	Tuktoyaktuk	Canada	YUB	CYUB	69.4332962036	-133.0260009766
146	Montreal / Pierre Elliott Trudeau International Airport	Montreal	Canada	YUL	CYUL	45.4706001282	-73.7407989502
147	Repulse Bay Airport	Repulse Bay	Canada	YUT	CYUT	66.5214004517	-86.2247009277
148	Hall Beach Airport	Hall Beach	Canada	YUX	CYUX	68.7761001587	-81.2425
149	Rouyn Noranda Airport	Rouyn	Canada	YUY	CYUY	48.2061004639	-78.8356018066
150	La Ronge Airport	La Ronge	Canada	YVC	CYVC	55.1514015198	-105.262001038
151	Vermilion Airport	Vermillion	Canada	YVG	CYVG	53.3558006287	-110.823997498
152	Qikiqtarjuaq Airport	Broughton Island	Canada	YVM	CYVM	67.5457992554	-64.0314025879
153	"'""Val-d''Or Airport""'"	"'""Val D''or""'"	Canada	YVO	CYVO	48.0532989502	-77.7827987671
154	Kuujjuaq Airport	Quujjuaq	Canada	YVP	CYVP	58.0960998535	-68.426902771
155	Norman Wells Airport	Norman Wells	Canada	YVQ	CYVQ	65.2816009521	-126.797996521
156	Vancouver International Airport	Vancouver	Canada	YVR	CYVR	49.193901062	-123.183998108
157	Buffalo Narrows Airport	Buffalo Narrows	Canada	YVT	CYVT	55.8418998718	-108.417999268
158	Wiarton Airport	Wiarton	Canada	YVV	CYVV	44.7458	-81.107201
159	Petawawa Airport	Petawawa	Canada	YWA	CYWA	45.9522018433	-77.3191986084
160	Winnipeg / James Armstrong Richardson International Airport	Winnipeg	Canada	YWG	CYWG	49.9099998474	-97.2398986816
161	Wabush Airport	Wabush	Canada	YWK	CYWK	52.9219017029	-66.864402771
162	Williams Lake Airport	Williams Lake	Canada	YWL	CYWL	52.1831016541	-122.054000854
163	Wrigley Airport	Wrigley	Canada	YWY	CYWY	63.209400177	-123.43699646
164	Cranbrook/Canadian Rockies International Airport	Cranbrook	Canada	YXC	CYXC	49.6108016968	-115.7819976807
165	Edmonton City Centre (Blatchford Field) Airport	Edmonton	Canada	YXD	CYXD	53.5724983215	-113.521003723
166	Saskatoon John G. Diefenbaker International Airport	Saskatoon	Canada	YXE	CYXE	52.1707992554	-106.6999969482
167	Medicine Hat Airport	Medicine Hat	Canada	YXH	CYXH	50.018901825	-110.7210006714
168	Fort St John Airport	Fort Saint John	Canada	YXJ	CYXJ	56.2380981445	-120.7399978638
169	Sioux Lookout Airport	Sioux Lookout	Canada	YXL	CYXL	50.113899231	-91.9052963257
170	Pangnirtung Airport	Pangnirtung	Canada	YXP	CYXP	66.1449966431	-65.7136001587
171	Earlton (Timiskaming Regional) Airport	Earlton	Canada	YXR	CYXR	47.6974006546	-79.8473453522
172	Prince George Airport	Prince George	Canada	YXS	CYXS	53.8894004822	-122.679000854
173	Northwest Regional Airport Terrace-Kitimat	Terrace	Canada	YXT	CYXT	54.468498	-128.576009
174	London Airport	London	Canada	YXU	CYXU	43.035599	-81.1539
175	Abbotsford Airport	Abbotsford	Canada	YXX	CYXX	49.0252990723	-122.361000061
176	Whitehorse / Erik Nielsen International Airport	Whitehorse	Canada	YXY	CYXY	60.7095985413	-135.067001343
177	North Bay Jack Garland Airport	North Bay	Canada	YYB	CYYB	46.363602	-79.422798
178	Calgary International Airport	Calgary	Canada	YYC	CYYC	51.113899231	-114.019996643
179	Smithers Airport	Smithers	Canada	YYD	CYYD	54.8246994019	-127.1829986572
180	Fort Nelson Airport	Fort Nelson	Canada	YYE	CYYE	58.8363990784	-122.597000122
181	Penticton Airport	Penticton	Canada	YYF	CYYF	49.4631004333	-119.6019973755
182	Charlottetown Airport	Charlottetown	Canada	YYG	CYYG	46.2900009155	-63.1211013794
183	Taloyoak Airport	Spence Bay	Canada	YYH	CYYH	69.5466995239	-93.5766983032
184	Victoria International Airport	Victoria	Canada	YYJ	CYYJ	48.646900177	-123.426002502
185	Lynn Lake Airport	Lynn Lake	Canada	YYL	CYYL	56.863899231	-101.0759963989
186	Swift Current Airport	Swift Current	Canada	YYN	CYYN	50.2919006348	-107.691001892
187	Churchill Airport	Churchill	Canada	YYQ	CYYQ	58.739200592	-94.0650024414
188	Goose Bay Airport	Goose Bay	Canada	YYR	CYYR	53.3191986084	-60.4258003235
189	"'""St. John''s International Airport""'"	"'""St. John''s""'"	Canada	YYT	CYYT	47.618598938	-52.7518997192
190	Kapuskasing Airport	Kapuskasing	Canada	YYU	CYYU	49.413898468	-82.4674987793
191	Armstrong Airport	Armstrong	Canada	YYW	CYYW	50.2902984619	-88.9096984863
192	Mont Joli Airport	Mont Joli	Canada	YYY	CYYY	48.6086006165	-68.2080993652
193	Lester B. Pearson International Airport	Toronto	Canada	YYZ	CYYZ	43.6772003174	-79.6305999756
194	Downsview Airport	Toronto	Canada	YZD	CYZD	43.7425003052	-79.4655990601
195	Gore Bay Manitoulin Airport	Gore Bay	Canada	YZE	CYZE	45.8852996826	-82.5678024292
196	Yellowknife Airport	Yellowknife	Canada	YZF	CYZF	62.4627990723	-114.4400024414
197	Slave Lake Airport	Slave Lake	Canada	YZH	CYZH	55.2930984497	-114.777000427
198	Sandspit Airport	Sandspit	Canada	YZP	CYZP	53.2542991638	-131.813995361
199	Chris Hadfield Airport	Sarnia	Canada	YZR	CYZR	42.9994010925	-82.3088989258
200	Port Hardy Airport	Port Hardy	Canada	YZT	CYZT	50.6805992126	-127.3669967651
201	Whitecourt Airport	Whitecourt	Canada	YZU	CYZU	54.143901825	-115.7870025635
202	Sept-Îles Airport	Sept-iles	Canada	YZV	CYZV	50.2233009338	-66.2656021118
203	Teslin Airport	Teslin	Canada	YZW	CYZW	60.1727981567	-132.7429962158
204	CFB Greenwood	Greenwood	Canada	YZX	CYZX	44.9844017029	-64.9169006348
205	Faro Airport	Faro	Canada	ZFA	CZFA	62.2075004578	-133.3760070801
206	Fort Mcpherson Airport	Fort Mcpherson	Canada	ZFM	CZFM	67.4075012207	-134.8609924316
207	Blida Airport	Blida	Algeria	QLD	DAAB	36.5036010742	2.8141698837
208	Bou Saada Airport	Bou Saada	Algeria	BUJ	DAAD	35.3325004578	4.206389904
209	Soummam Airport	Bejaja	Algeria	BJA	DAAE	36.7120018005	5.069920063
210	Houari Boumediene Airport	Algier	Algeria	ALG	DAAG	36.6910018921	3.2154099941
211	Djanet Inedbirene Airport	Djanet	Algeria	DJG	DAAJ	24.292801	9.45244
212	Boufarik Airport	Boufarik	Algeria	null	DAAK	36.545799	2.87611
213	Reggane Airport	Reggan	Algeria	null	DAAN	26.7101	0.285647
214	Illizi Takhamalt Airport	Illizi	Algeria	VVZ	DAAP	26.7234992981	8.6226501465
215	Ain Oussera Airport	Ain Oussera	Algeria	null	DAAQ	35.5253982544	2.8787100315
216	Aguenar – Hadj Bey Akhamok Airport	Tamanrasset	Algeria	TMR	DAAT	22.8115005493	5.4510798454
217	Jijel Ferhat Abbas Airport	Jijel	Algeria	GJL	DAAV	36.7951011658	5.8736100197
218	Mecheria Airport	Mecheria	Algeria	MZW	DAAY	33.535900116	-0.2423530072
219	Relizane Airport	Relizane	Algeria	null	DAAZ	35.752201	0.626272
220	Rabah Bitat Airport	Annaba	Algeria	AAE	DABB	36.822201	7.809174
221	Mohamed Boudiaf International Airport	Constantine	Algeria	CZL	DABC	36.2760009766	6.6203899384
222	Cheikh Larbi Tébessi Airport	Tebessa	Algeria	TEE	DABS	35.4315986633	8.1207199097
224	"'""Hassi R''Mel Airport""'"	Tilrempt	Algeria	HRM	DAFH	32.9304008484	3.3115398884
225	Bou Chekif Airport	Tiaret	Algeria	TID	DAOB	35.3410987854	1.4631500244
226	Bou Sfer Airport	Bou Sfer	Algeria	null	DAOE	35.7354011536	-0.8053889871
227	Tindouf Airport	Tindouf	Algeria	TIN	DAOF	27.7003993988	-8.1670999527
228	Ech Cheliff Airport	Ech-cheliff	Algeria	CFK	DAOI	36.2126998901	1.3317699432
229	Tafaraoui Airport	Oran	Algeria	TAF	DAOL	35.5424003601	-0.5322780013
230	Zenata – Messali El Hadj Airport	Tlemcen	Algeria	TLM	DAON	35.0167007446	-1.4500000477
231	Es Senia Airport	Oran	Algeria	ORN	DAOO	35.6239013672	-0.6211829782
232	Sidi Bel Abbes Airport	Sidi Bel Abbes	Algeria	BFW	DAOS	35.1717987061	-0.5932750106
233	Ghriss Airport	Ghriss	Algeria	MUW	DAOV	35.207698822	0.147141993
234	Touat Cheikh Sidi Mohamed Belkebir Airport	Adrar	Algeria	AZR	DAUA	27.837600708	-0.1864140034
235	Biskra Airport	Biskra	Algeria	BSK	DAUB	34.7933006287	5.7382302284
236	El Golea Airport	El Golea	Algeria	ELG	DAUE	30.5713005066	2.8595900536
237	Noumérat - Moufdi Zakaria Airport	Ghardaia	Algeria	GHA	DAUG	32.3841018677	3.7941100597
238	Oued Irara Airport	Hassi Messaoud	Algeria	HME	DAUH	31.6730003357	6.1404399872
239	In Salah Airport	In Salah	Algeria	INZ	DAUI	27.2509994507	2.5120201111
240	Touggourt Sidi Madhi Airport	Touggourt	Algeria	TGR	DAUK	33.0677986145	6.0886697769
241	Laghouat Airport	Laghouat	Algeria	LOO	DAUL	33.7644004822	2.9283399582
242	Timimoun Airport	Timimoun	Algeria	TMX	DAUT	29.2371006012	0.2760330141
243	Ain el Beida Airport	Ouargla	Algeria	OGX	DAUU	31.9172000885	5.412779808
244	In Aménas Airport	Zarzaitine	Algeria	IAM	DAUZ	28.0515	9.64291
245	Cadjehoun Airport	Cotonou	Benin	COO	DBBB	6.3572301865	2.3843500614
246	Ouagadougou Airport	Ouagadougou	Burkina Faso	OUA	DFFD	12.3532	-1.51242
247	Bobo Dioulasso Airport	Bobo-dioulasso	Burkina Faso	BOY	DFOO	11.1600999832	-4.3309698105
248	Kotoka International Airport	Accra	Ghana	ACC	DGAA	5.6051898003	-0.1667860001
249	Tamale Airport	Tamale	Ghana	TML	DGLE	9.5571899414	-0.863214016
250	Wa Airport	Wa	Ghana	null	DGLW	10.0826997757	-2.5076899529
251	Sunyani Airport	Sunyani	Ghana	NYI	DGSN	7.3618302345	-2.3287599087
252	Takoradi Airport	Takoradi	Ghana	TKD	DGTK	4.8960599899	-1.7747600079
253	Port Bouet Airport	Abidjan	"'""Cote d''Ivoire""'"	ABJ	DIAP	5.2613902092	-3.9262900352
254	Bouaké Airport	Bouake	"'""Cote d''Ivoire""'"	BYK	DIBK	7.7388000488	-5.0736699104
255	Daloa Airport	Daloa	"'""Cote d''Ivoire""'"	DJO	DIDL	6.7928099632	-6.4731898308
256	Korhogo Airport	Korhogo	"'""Cote d''Ivoire""'"	HGO	DIKO	9.3871803284	-5.5566601753
257	Man Airport	Man	"'""Cote d''Ivoire""'"	MJC	DIMN	7.272069931	-7.5873599052
258	San Pedro Airport	San Pedro	"'""Cote d''Ivoire""'"	SPY	DISP	4.7467198372	-6.6608200073
259	Yamoussoukro Airport	Yamoussoukro	"'""Cote d''Ivoire""'"	ASK	DIYO	6.9031701088	-5.3655800819
260	Nnamdi Azikiwe International Airport	Abuja	Nigeria	ABV	DNAA	9.0067901611	7.2631697655
261	Akure Airport	Akure	Nigeria	AKR	DNAK	7.2467398643	5.3010101318
262	Benin Airport	Benin	Nigeria	BNI	DNBE	6.3169798851	5.5995001793
263	Margaret Ekpo International Airport	Calabar	Nigeria	CBQ	DNCA	4.9760198593	8.3472003937
264	Akanu Ibiam International Airport	Enugu	Nigeria	ENU	DNEN	6.4742698669	7.5619602203
265	Gusau Airport	Gusau	Nigeria	null	DNGU	12.1717	6.69611
266	Ibadan Airport	Ibadan	Nigeria	IBA	DNIB	7.3624601364	3.9783298969
267	Ilorin International Airport	Ilorin	Nigeria	ILR	DNIL	8.4402103424	4.4939198494
268	Yakubu Gowon Airport	Jos	Nigeria	JOS	DNJO	9.6398296356	8.8690500259
269	Kaduna Airport	Kaduna	Nigeria	KAD	DNKA	10.6960000992	7.3201098442
270	Mallam Aminu International Airport	Kano	Nigeria	KAN	DNKN	12.0476	8.52462
271	Maiduguri International Airport	Maiduguri	Nigeria	MIU	DNMA	11.8552999496	13.0809001923
272	Makurdi Airport	Makurdi	Nigeria	MDI	DNMK	7.70388	8.61394
273	Murtala Muhammed International Airport	Lagos	Nigeria	LOS	DNMM	6.5773701668	3.321160078
274	Minna Airport	Minna	Nigeria	MXJ	DNMN	9.6521701813	6.4622597694
275	Port Harcourt International Airport	Port Hartcourt	Nigeria	PHC	DNPO	5.0154900551	6.9495902061
276	Sadiq Abubakar III International Airport	Sokoto	Nigeria	SKO	DNSO	12.9162998199	5.2071900368
277	Yola Airport	Yola	Nigeria	YOL	DNYO	9.2575502396	12.4303998947
278	Zaria Airport	Zaria	Nigeria	ZAR	DNZA	11.1302	7.68581
279	Maradi Airport	Maradi	Niger	MFQ	DRRM	13.5024995804	7.1267499924
280	Diori Hamani International Airport	Niamey	Niger	NIM	DRRN	13.4815	2.18361
281	Tahoua Airport	Tahoua	Niger	THZ	DRRT	14.8756999969	5.2653598785
282	Mano Dayak International Airport	Agadez	Niger	AJY	DRZA	16.9659996033	8.0001096725
283	Dirkou Airport	Dirkou	Niger	null	DRZD	18.9687004089	12.8687000275
284	Diffa Airport	Diffa	Niger	null	DRZF	13.3729000092	12.6267004013
285	Zinder Airport	Zinder	Niger	ZND	DRZR	13.7790002823	8.9837598801
286	Monastir Habib Bourguiba International Airport	Monastir	Tunisia	MIR	DTMB	35.7580986023	10.754699707
287	Tunis Carthage International Airport	Tunis	Tunisia	TUN	DTTA	36.8510017395	10.2271995544
288	Sidi Ahmed Air Base	Bizerte	Tunisia	null	DTTB	37.245398	9.79145
289	Remada Air Base	Remada	Tunisia	null	DTTD	32.3061981201	10.3821001053
290	Gafsa Ksar International Airport	Gafsa	Tunisia	GAF	DTTF	34.422000885	8.8225002289
291	Gabès Matmata International Airport	Gabes	Tunisia	GAE	DTTG	33.8768997192	10.1033000946
292	Borj El Amri Airport	Bordj El Amri	Tunisia	null	DTTI	36.7212982178	9.9431495667
293	Djerba Zarzis International Airport	Djerba	Tunisia	DJE	DTTJ	33.875	10.7755002975
294	El Borma Airport	El Borma	Tunisia	EBM	DTTR	31.7042999268	9.2546195984
295	Sfax Thyna International Airport	Sfax	Tunisia	SFA	DTTX	34.7179985046	10.6909999847
