"actor_id","movie_id"
"12263","20796"
"15020","20796"
"15581","20796"
"20767","20796"
"9054","20797"
"20079","20797"
"10895","20797"
"7836","20797"
"10762","20798"
"13752","20798"
"7907","20798"
"7426","20798"
"11463","20799"
"10504","20799"
"8605","20799"
"15149","20799"
"15049","20800"
"18602","20800"
"20768","20800"
"19741","20800"
"19997","20801"
"6149","20801"
"7831","20801"
"7442","20801"
"5841","20802"
"7987","20802"
"8772","20802"
"16776","20802"
"15040","20803"
"19866","20803"
"11650","20803"
"10658","20803"
"9038","20804"
"10676","20804"
"6020","20804"
"7781","20804"
"8680","20805"
"8003","20805"
"17724","20805"
"7635","20805"
"18532","20806"
"13677","20806"
"9132","20806"
"10694","20806"
"4869","20807"
"9889","20807"
"15761","20807"
"8419","20807"
"18017","20808"
"7727","20808"
"10716","20808"
"10368","20808"
"19179","20809"
"16378","20809"
"5325","20809"
"12123","20809"
"8474","20810"
"6020","20810"
"9826","20810"
"13388","20810"
"15003","20811"
"9569","20811"
"5282","20811"
"20555","20811"
"17318","20812"
"20401","20812"
"8452","20812"
"7831","20812"
"16513","20813"
"10382","20813"
"10826","20813"
"6335","20813"
"12036","20814"
"18379","20814"
"14471","20814"
"7781","20814"
"9003","20815"
"6819","20815"
"9070","20815"
"10952","20815"
"9709","20816"
"17169","20816"
"10447","20816"
"7914","20816"
"17243","20817"
"10286","20817"
"9849","20817"
"16410","20817"
"17113","20818"
"7509","20818"
"19585","20818"
"19565","20818"
"13617","20819"
"13147","20819"
"16210","20819"
"16229","20819"
"19180","20820"
"10726","20820"
"7846","20820"
"6164","20820"
"14782","20821"
"13926","20821"
"18654","20821"
"9532","20821"
"8013","20822"
"5404","20822"
"15852","20822"
"11808","20822"
"13689","20823"
"16423","20823"
"16236","20823"
"19241","20823"
"18950","20824"
"18683","20824"
"14148","20824"
"11395","20824"
"13625","20825"
"9918","20825"
"19207","20825"
"18089","20825"
"20246","20826"
"19206","20826"
"10899","20826"
"18778","20826"
"5899","20827"
"15648","20827"
"13366","20827"
"10049","20827"
"7244","20828"
"13419","20828"
"10326","20828"
"18241","20828"
"11299","20829"
"12386","20829"
"15045","20829"
"4969","20829"
"13646","20830"
"18165","20830"
"10731","20830"
"12275","20830"
"15291","20831"
"14328","20831"
"20731","20831"
"16785","20831"
"9050","20832"
"13245","20832"
"19924","20832"
"11188","20832"
"18666","20833"
"13291","20833"
"6489","20833"
"7864","20833"
"12910","20834"
"7937","20834"
"7694","20834"
"13727","20834"
"18027","20835"
"7104","20835"
"17836","20835"
"4841","20835"
"10676","20836"
"12720","20836"
"15896","20836"
"9047","20836"
"15102","20837"
"20054","20837"
"8322","20837"
"12331","20837"
"9946","20838"
"17393","20838"
"17900","20838"
"19718","20838"
"12268","20839"
"15009","20839"
"11722","20839"
"7139","20839"
"9660","20840"
"9902","20840"
"5680","20840"
"8753","20840"
"16991","20841"
"16249","20841"
"5960","20841"
"8148","20841"
"10506","20842"
"5940","20842"
"9132","20842"
"18172","20842"
"9094","20843"
"11909","20843"
"12143","20843"
"6739","20843"
"19246","20844"
"6189","20844"
"15924","20844"
"10506","20844"
"12279","20845"
"16506","20845"
"7675","20845"
"12858","20845"
"19843","20846"
"16567","20846"
"9255","20846"
"7594","20846"
"6288","20847"
"15140","20847"
"5570","20847"
"7587","20847"
"9125","20848"
"12204","20848"
"10737","20848"
"4964","20848"
"14502","20849"
"14561","20849"
"12403","20849"
"17332","20849"
"12337","20850"
"20357","20850"
"16785","20850"
"19607","20850"
"10513","20851"
"10524","20851"
"16404","20851"
"17007","20851"
"13717","20852"
"11779","20852"
"18312","20852"
"8539","20852"
"8739","20853"
"6491","20853"
"16437","20853"
"8056","20853"
"13127","20854"
"17464","20854"
"19067","20854"
"5091","20854"
"17056","20855"
"9732","20855"
"13630","20855"
"17900","20855"
"17987","20856"
"19618","20856"
"4899","20856"
"16767","20856"
"7130","20857"
"17237","20857"
"10506","20857"
"7846","20857"
"14250","20858"
"6042","20858"
"20579","20858"
"16323","20858"
"10756","20859"
"16856","20859"
"17512","20859"
"18878","20859"
"12970","20860"
"18517","20860"
"20289","20860"
"6996","20860"
"6509","20861"
"12130","20861"
"14624","20861"
"8470","20861"
"12521","20862"
"16946","20862"
"8474","20862"
"10202","20862"
"5234","20863"
"6563","20863"
"11895","20863"
"20105","20863"
"6952","20864"
"16163","20864"
"17375","20864"
"11250","20864"
"17753","20865"
"8550","20865"
"14714","20865"
"20020","20865"
"8543","20866"
"12009","20866"
"16974","20866"
"20443","20866"
"14454","20867"
"15803","20867"
"18167","20867"
"20733","20867"
"17294","20868"
"19822","20868"
"17709","20868"
"16876","20868"
"11931","20869"
"10494","20869"
"9612","20869"
"11893","20869"
"18745","20870"
"6974","20870"
"16189","20870"
"19776","20870"
"17096","20871"
"13777","20871"
"19954","20871"
"10896","20871"
"9579","20872"
"11900","20872"
"11909","20872"
"7687","20872"
"17418","20873"
"20004","20873"
"9658","20873"
"15260","20873"
"13358","20874"
"6296","20874"
"6198","20874"
"20504","20874"
"12952","20875"
"6131","20875"
"19242","20875"
"18968","20875"
"16414","20876"
"16193","20877"
"20537","20877"
"17998","20877"
"20000","20877"
"12650","20878"
"13870","20878"
"17910","20878"
"7820","20878"
"19814","20879"
"5994","20879"
"12193","20879"
"6021","20879"
"6569","20880"
"11427","20880"
"20254","20880"
"5922","20880"
"12340","20881"
"5071","20881"
"14196","20881"
"6544","20881"
"20271","20882"
"8951","20882"
"13055","20882"
"12813","20882"
"14083","20883"
"12418","20883"
"6897","20883"
"6317","20883"
"18217","20884"
"8055","20884"
"6849","20884"
"17361","20884"
"15571","20885"
"13232","20885"
"14799","20885"
"5205","20885"
"16976","20886"
"16076","20886"
"11971","20886"
"6656","20886"
"15572","20887"
"12050","20887"
"19602","20887"
"16043","20887"
"18998","20888"
"11373","20888"
"17575","20888"
"9065","20888"
"11326","20889"
"13334","20889"
"19114","20889"
"13965","20889"
"10174","20890"
"7525","20890"
"10589","20890"
"17891","20890"
"15625","20891"
"16374","20891"
"10129","20891"
"9537","20891"
"16492","20892"
"19993","20892"
"12970","20892"
"16441","20892"
"13206","20893"
"15063","20893"
"7611","20893"
"11674","20893"
"18507","20894"
"13370","20894"
"13527","20894"
"18025","20894"
"15084","20895"
"12116","20895"
"16578","20895"
"7110","20895"
"8717","20896"
"15426","20896"
"14892","20896"
"9886","20896"
"11121","20897"
"9660","20897"
"8520","20897"
"6330","20897"
"14931","20898"
"8553","20898"
"14677","20898"
"10346","20898"
"20622","20899"
"9998","20899"
"8605","20899"
"11844","20899"
"11765","20900"
"18466","20900"
"5441","20900"
"9255","20900"
"9640","20901"
"10575","20901"
"6021","20901"
"16229","20901"
"8119","20902"
"9570","20902"
"19559","20902"
"12875","20902"
"8659","20903"
"12889","20903"
"7032","20903"
"7774","20903"
"7893","20904"
"20671","20904"
"13049","20904"
"6579","20904"
"16191","20905"
"6950","20905"
"7855","20905"
"11704","20905"
"11458","20906"
"12300","20906"
"17960","20906"
"19596","20906"
"6067","20907"
"7727","20907"
"13421","20907"
"7442","20907"
"12029","20908"
"5099","20908"
"5873","20908"
"15825","20908"
"12624","20909"
"20002","20909"
"11105","20909"
"8126","20909"
"13358","20910"
"8230","20910"
"9920","20910"
"11815","20910"
"19018","20911"
"16853","20912"
"10556","20912"
"13358","20912"
"8288","20912"
"8153","20913"
"9635","20913"
"13132","20913"
"20583","20913"
"7758","20914"
"13279","20914"
"19791","20914"
"11350","20914"
"11196","20915"
"7952","20915"
"8832","20915"
"10887","20915"
"6213","20916"
"6419","20916"
"17993","20916"
"17363","20916"
"8446","20917"
"8290","20917"
"13815","20917"
"9693","20917"
"12732","20918"
"5677","20918"
"16326","20918"
"17744","20918"
"12989","20919"
"12981","20919"
"9448","20919"
"15550","20919"
"16422","20920"
"12024","20920"
"6775","20920"
"14971","20920"
"10325","20921"
"20454","20921"
"15467","20921"
"14669","20921"
"7131","20922"
"11792","20922"
"4872","20922"
"13132","20922"
"14169","20923"
"11820","20923"
"13314","20923"
"5254","20923"
"16113","20924"
"7892","20924"
"12736","20924"
"14668","20924"
"8479","20925"
"7746","20925"
"9755","20925"
"6333","20925"
"8400","20926"
"14609","20926"
"20040","20926"
"14517","20926"
"6447","20927"
"9669","20927"
"12975","20927"
"18683","20927"
"12102","20928"
"19681","20928"
"13355","20928"
"19814","20928"
"10516","20929"
"7005","20929"
"7149","20929"
"13330","20929"
"14402","20930"
"10018","20930"
"12904","20930"
"10914","20930"
"19869","20931"
"18130","20931"
"17397","20931"
"9065","20931"
"13954","20932"
"6868","20932"
"8630","20932"
"12837","20932"
"13816","20933"
"12262","20933"
"15747","20933"
"20599","20933"
"6997","20934"
"14818","20934"
"15212","20934"
"10524","20934"
"9898","20935"
"17273","20935"
"20378","20935"
"11844","20935"
"16211","20936"
"13918","20936"
"17001","20936"
"19680","20936"
"20228","20937"
"17746","20937"
"9625","20937"
"11059","20937"
"20326","20938"
"17011","20938"
"9871","20938"
"16011","20938"
"5241","20939"
"15117","20939"
"9610","20939"
"14886","20939"
"7580","20940"
"9370","20940"
"20324","20940"
"10018","20940"
"12867","20941"
"15953","20941"
"11027","20941"
"15913","20941"
"19899","20942"
"6149","20942"
"17377","20942"
"8035","20942"
"19638","20943"
"16565","20943"
"9963","20943"
"14683","20943"
"4865","20944"
"20116","20944"
"14009","20944"
"6268","20944"
"10774","20945"
"8616","20945"
"15571","20945"
"20717","20945"
"7193","20946"
"7062","20946"
"11656","20946"
"18801","20946"
"17278","20947"
"16303","20947"
"18312","20948"
"7641","20948"
"11366","20948"
"14870","20948"
"9128","20949"
"8269","20949"
"8637","20949"
"20731","20949"
"10156","20950"
"5128","20950"
"9920","20950"
"20362","20950"
"16923","20951"
"8187","20951"
"7689","20951"
"4964","20951"
"15953","20952"
"13049","20952"
"16513","20952"
"13948","20952"
"13671","20953"
"8788","20953"
"11765","20953"
"10243","20953"
"19449","20954"
"5476","20954"
"10906","20954"
"13333","20954"
"13068","20955"
"13969","20955"
"16723","20955"
"17041","20955"
"13995","20956"
"15162","20956"
"11188","20956"
"12215","20956"
"15291","20957"
"12846","20957"
"16210","20957"
"7836","20957"
"19598","20958"
"7866","20958"
"11781","20958"
"17940","20958"
"15590","20959"
"17954","20959"
"6199","20959"
"16970","20959"
"13014","20960"
"20399","20960"
"16725","20960"
"18952","20960"
"9926","20961"
"15001","20961"
"10037","20961"
"11913","20961"
"15382","20962"
"8934","20962"
"19921","20962"
"15374","20962"
"8547","20963"
"20266","20963"
"5304","20963"
"11596","20963"
"20494","20964"
"7418","20964"
"6481","20964"
"14326","20964"
"18043","20965"
"13686","20965"
"18095","20965"
"19391","20965"
"14581","20966"
"14596","20966"
"7481","20966"
"9872","20966"
"15529","20967"
"16063","20967"
"8345","20967"
"11392","20967"
"16595","20968"
"10368","20968"
"7148","20968"
"20767","20968"
"10317","20969"
"5254","20969"
"12737","20969"
"4872","20969"
"10253","20970"
"15628","20970"
"11121","20970"
"5400","20970"
"16567","20971"
"16410","20971"
"16395","20971"
"6149","20971"
"8514","20972"
"19045","20972"
"12225","20972"
"17588","20972"
"9741","20973"
"8432","20973"
"5265","20973"
"20324","20973"
"11008","20974"
"8565","20974"
"4962","20974"
"13333","20974"
"11976","20975"
"16713","20975"
"18532","20975"
"15057","20975"
"13717","20976"
"10145","20976"
"5076","20976"
"6700","20976"
"15041","20977"
"6900","20977"
"16714","20977"
"14035","20977"
"15245","20978"
"9640","20978"
"15408","20978"
"20004","20978"
"10887","20979"
"6210","20979"
"17896","20979"
"8240","20979"
"19924","20980"
"8367","20980"
"16210","20980"
"8035","20980"
"12461","20981"
"11287","20981"
"10205","20981"
"13737","20981"
"6195","20982"
"12230","20982"
"9094","20982"
"5325","20982"
"19151","20983"
"13521","20983"
"10414","20983"
"18654","20983"
"5147","20984"
"13475","20984"
"10969","20984"
"8035","20984"
"19113","20985"
"13021","20985"
"15537","20985"
"6489","20985"
"11639","20986"
"14181","20986"
"16224","20986"
"15035","20986"
"12375","20987"
"14085","20987"
"16625","20987"
"6627","20987"
"10638","20988"
"20212","20988"
"11539","20988"
"8772","20988"
"19045","20989"
"7341","20989"
"20496","20989"
"13429","20989"
"8280","20990"
"17663","20990"
"14366","20990"
"15913","20990"
"13025","20991"
"7219","20991"
"6206","20991"
"12438","20991"
"16096","20992"
"12595","20992"
"5923","20992"
"9889","20992"
"17351","20993"
"10923","20993"
"10514","20993"
"8945","20993"
"11496","20994"
"6189","20994"
"7891","20994"
"5657","20994"
"15961","20995"
"8788","20995"
"9397","20995"
"9532","20995"
"16687","20996"
"8487","20996"
"8129","20996"
"17454","20996"
"8195","20997"
"4968","20997"
"11345","20997"
"16065","20997"
"14163","20998"
"8246","20998"
"5748","20998"
"6660","20998"
"12630","20999"
"6435","20999"
"5940","20999"
"6884","20999"
"10134","21000"
"10726","21000"
"8777","21000"
"17978","21000"
"9393","21001"
"6548","21001"
"10295","21001"
"10701","21001"
"14982","21002"
"17285","21002"
"6564","21002"
"19748","21002"
"8549","21003"
"13025","21003"
"15544","21003"
"10785","21003"
"15937","21004"
"7524","21004"
"14213","21004"
"14563","21004"
"13320","21005"
"12048","21005"
"9373","21005"
"7168","21005"
"7360","21006"
"17697","21006"
"18721","21006"
"16412","21006"
"16358","21007"
"9708","21007"
"17787","21007"
"16063","21007"
"16079","21008"
"19574","21008"
"5372","21008"
"14714","21008"
"20002","21009"
"15714","21009"
"13926","21009"
"18095","21009"
"20018","21010"
"11783","21010"
"15110","21011"
"8390","21011"
"17419","21011"
"12236","21011"
"13518","21012"
"6552","21012"
"20247","21012"
"11121","21012"
"8590","21013"
"17420","21013"
"18766","21013"
"17441","21013"
"9320","21014"
"20534","21014"
"9887","21014"
"13926","21014"
"6814","21015"
"9514","21015"
"20632","21015"
"5205","21015"
"14156","21016"
"8032","21016"
"14955","21016"
"17012","21016"
"20004","21017"
"6992","21017"
"19265","21017"
"15444","21017"
"14678","21018"
"9514","21018"
"17158","21018"
"10346","21018"
"19404","21019"
"17446","21019"
"16875","21019"
"7404","21019"
"10969","21020"
"17418","21020"
"8605","21020"
"12585","21020"
"4843","21021"
"19911","21021"
"11774","21021"
"17588","21021"
"5314","21022"
"13390","21022"
"9258","21022"
"7779","21022"
"19905","21023"
"17578","21023"
"19589","21023"
"19729","21023"
"12433","21024"
"8629","21024"
"6189","21024"
"15374","21024"
"15162","21025"
"8909","21025"
"19729","21025"
"19565","21025"
"13134","21026"
"7933","21026"
"20097","21026"
"9082","21026"
"15003","21027"
"16288","21027"
"15408","21027"
