"movie_id","genre_id"
"29905","20777"
"29904","20777"
"29903","20777"
"29891","20777"
"29890","20777"
"29887","20777"
"29879","20777"
"29876","20777"
"29865","20777"
"29864","20777"
"29863","20777"
"29853","20777"
"29846","20777"
"29844","20777"
"29843","20777"
"29825","20777"
"29817","20777"
"29815","20777"
"29807","20777"
"29797","20777"
"29793","20777"
"29789","20777"
"29781","20777"
"29774","20777"
"29758","20777"
"29740","20777"
"29708","20777"
"29694","20777"
"29692","20777"
"29691","20777"
"29690","20777"
"29688","20777"
"29681","20777"
"29676","20777"
"29662","20777"
"29658","20777"
"29657","20777"
"29648","20777"
"29646","20777"
"29643","20777"
"29639","20777"
"29634","20777"
"29629","20777"
"29628","20777"
"29625","20777"
"29617","20777"
"29593","20777"
"29585","20777"
"29583","20777"
"29582","20777"
"29568","20777"
"29566","20777"
"29565","20777"
"29563","20777"
"29562","20777"
"29554","20777"
"29549","20777"
"29543","20777"
"29537","20777"
"29536","20777"
"29528","20777"
"29524","20777"
"29522","20777"
"29512","20777"
"29490","20777"
"29476","20777"
"29467","20777"
"29466","20777"
"29461","20777"
"29460","20777"
"29453","20777"
"29451","20777"
"29445","20777"
"29430","20777"
"29423","20777"
"29419","20777"
"29416","20777"
"29414","20777"
"29411","20777"
"29407","20777"
"29396","20777"
"29378","20777"
"29373","20777"
"29372","20777"
"29369","20777"
"29358","20777"
"29350","20777"
"29341","20777"
"29333","20777"
"29332","20777"
"29324","20777"
"29317","20777"
"29315","20777"
"29313","20777"
"29293","20777"
"29290","20777"
"29261","20777"
"29254","20777"
"29252","20777"
"29238","20777"
"29231","20777"
"29230","20777"
"29216","20777"
"29213","20777"
"29211","20777"
"29204","20777"
"29201","20777"
"29197","20777"
"29195","20777"
"29189","20777"
"29179","20777"
"29174","20777"
"29166","20777"
"29161","20777"
"29160","20777"
"29146","20777"
"29144","20777"
"29141","20777"
"29139","20777"
"29133","20777"
"29124","20777"
"29114","20777"
"29113","20777"
"29101","20777"
"29095","20777"
"29092","20777"
"29085","20777"
"29081","20777"
"29076","20777"
"29072","20777"
"29054","20777"
"29053","20777"
"29052","20777"
"29046","20777"
"29034","20777"
"29022","20777"
"29020","20777"
"29017","20777"
"29004","20777"
"28981","20777"
"28974","20777"
"28971","20777"
"28951","20777"
"28949","20777"
"28944","20777"
"28941","20777"
"28932","20777"
"28931","20777"
"28926","20777"
"28914","20777"
"28912","20777"
"28882","20777"
"28856","20777"
"28855","20777"
"28843","20777"
"28840","20777"
"28830","20777"
"28829","20777"
"28819","20777"
"28818","20777"
"28802","20777"
"28800","20777"
"28793","20777"
"28791","20777"
"28790","20777"
"28787","20777"
"28769","20777"
"28768","20777"
"28765","20777"
"28755","20777"
"28750","20777"
"28746","20777"
"28745","20777"
"28742","20777"
"28738","20777"
"28735","20777"
"28726","20777"
"28722","20777"
"28721","20777"
"28718","20777"
"28713","20777"
"28704","20777"
"28694","20777"
"28691","20777"
"28683","20777"
"28673","20777"
"28667","20777"
"28666","20777"
"28659","20777"
"28654","20777"
"28652","20777"
"28647","20777"
"28646","20777"
"28627","20777"
"28618","20777"
"28613","20777"
"28604","20777"
"28602","20777"
"28601","20777"
"28592","20777"
"28591","20777"
"28578","20777"
"28559","20777"
"28554","20777"
"28553","20777"
"28552","20777"
"28523","20777"
"28516","20777"
"28510","20777"
"28509","20777"
"28497","20777"
"28494","20777"
"28493","20777"
"28490","20777"
"28486","20777"
"28483","20777"
"28465","20777"
"28462","20777"
"28444","20777"
"28432","20777"
"28430","20777"
"28428","20777"
"28409","20777"
"28405","20777"
"28391","20777"
"28381","20777"
"28376","20777"
"28372","20777"
"28363","20777"
"28361","20777"
"28359","20777"
"28351","20777"
"28348","20777"
"28333","20777"
"28314","20777"
"28313","20777"
"28310","20777"
"28309","20777"
"28305","20777"
"28301","20777"
"28300","20777"
"28299","20777"
"28298","20777"
"28295","20777"
"28292","20777"
"28286","20777"
"28285","20777"
"28276","20777"
"28266","20777"
"28262","20777"
"28261","20777"
"28258","20777"
"28257","20777"
"28251","20777"
"28250","20777"
"28247","20777"
"28239","20777"
"28234","20777"
"28232","20777"
"28227","20777"
"28224","20777"
"28222","20777"
"28221","20777"
"28219","20777"
"28217","20777"
"28214","20777"
"28213","20777"
"28212","20777"
"28206","20777"
"28205","20777"
"28202","20777"
"28191","20777"
"28188","20777"
"28186","20777"
"28179","20777"
"28170","20777"
"28163","20777"
"28162","20777"
"28161","20777"
"28157","20777"
"28152","20777"
"28143","20777"
"28140","20777"
"28131","20777"
"28121","20777"
"28118","20777"
"28117","20777"
"28112","20777"
"28101","20777"
"28095","20777"
"28094","20777"
"28080","20777"
"28078","20777"
"28072","20777"
"28066","20777"
"28061","20777"
"28057","20777"
"28048","20777"
"28046","20777"
"28037","20777"
"28028","20777"
"28027","20777"
"28022","20777"
"28021","20777"
"28018","20777"
"28013","20777"
"28010","20777"
"27995","20777"
"27983","20777"
"27980","20777"
"27978","20777"
"27975","20777"
"27956","20777"
"27954","20777"
"27953","20777"
"27951","20777"
"27950","20777"
"27949","20777"
"27937","20777"
"27932","20777"
"27916","20777"
"27914","20777"
"27913","20777"
"27910","20777"
"27906","20777"
"27904","20777"
"27900","20777"
"27898","20777"
"27883","20777"
"27879","20777"
"27872","20777"
"27867","20777"
"27862","20777"
"27858","20777"
"27856","20777"
"27853","20777"
"27851","20777"
"27835","20777"
"27808","20777"
"27806","20777"
"27805","20777"
"27796","20777"
"27790","20777"
"27782","20777"
"27776","20777"
"27775","20777"
"27770","20777"
"27768","20777"
"27764","20777"
"27759","20777"
"27757","20777"
"27753","20777"
"27752","20777"
"27747","20777"
"27731","20777"
"27729","20777"
"27728","20777"
"27726","20777"
"27719","20777"
"27715","20777"
"27711","20777"
"27706","20777"
"27703","20777"
"27700","20777"
"27697","20777"
"27696","20777"
"27693","20777"
"27691","20777"
"27686","20777"
"27668","20777"
"27665","20777"
"27649","20777"
"27639","20777"
"27630","20777"
"27624","20777"
"27616","20777"
"27609","20777"
"27605","20777"
"27596","20777"
"27594","20777"
"27585","20777"
"27578","20777"
"27556","20777"
"27555","20777"
"27518","20777"
"27502","20777"
"27501","20777"
"27497","20777"
"27494","20777"
"27492","20777"
"27486","20777"
"27481","20777"
"27475","20777"
"27471","20777"
"27465","20777"
"27452","20777"
"27449","20777"
"27443","20777"
"27440","20777"
"27437","20777"
"27434","20777"
"27433","20777"
"27429","20777"
"27427","20777"
"27426","20777"
"27422","20777"
"27420","20777"
"27407","20777"
"27398","20777"
"27392","20777"
"27391","20777"
"27389","20777"
"27388","20777"
"27375","20777"
"27371","20777"
"27360","20777"
"27354","20777"
"27345","20777"
"27337","20777"
"27333","20777"
"27320","20777"
"27319","20777"
"27310","20777"
"27305","20777"
"27302","20777"
"27295","20777"
"27293","20777"
"27290","20777"
"27288","20777"
"27287","20777"
"27283","20777"
"27272","20777"
"27265","20777"
"27255","20777"
"27243","20777"
"27239","20777"
"27222","20777"
"27220","20777"
"27219","20777"
"27218","20777"
"27217","20777"
"27208","20777"
"27205","20777"
"27187","20777"
"27184","20777"
"27183","20777"
"27172","20777"
"27164","20777"
"27160","20777"
"27158","20777"
"27157","20777"
"27154","20777"
"27153","20777"
"27151","20777"
"27150","20777"
"27149","20777"
"27146","20777"
"27135","20777"
"27134","20777"
"27129","20777"
"27120","20777"
"27109","20777"
"27106","20777"
"27105","20777"
"27103","20777"
"27102","20777"
"27100","20777"
"27092","20777"
"27087","20777"
"27086","20777"
"27080","20777"
"27075","20777"
"27073","20777"
"27072","20777"
"27067","20777"
"27065","20777"
"27063","20777"
"27060","20777"
"27051","20777"
"27048","20777"
"27037","20777"
"27035","20777"
"27027","20777"
"27026","20777"
"27024","20777"
"27019","20777"
"27017","20777"
"27013","20777"
"27011","20777"
"27002","20777"
"26992","20777"
"26991","20777"
"26979","20777"
"26978","20777"
"26969","20777"
"26964","20777"
"26963","20777"
"26948","20777"
"26946","20777"
"26940","20777"
"26938","20777"
"26936","20777"
"26919","20777"
"26917","20777"
"26894","20777"
"26886","20777"
"26876","20777"
"26872","20777"
"26868","20777"
"26866","20777"
"26860","20777"
"26857","20777"
"26853","20777"
"26839","20777"
"26836","20777"
"26829","20777"
"26825","20777"
"26824","20777"
"26823","20777"
"26811","20777"
"26797","20777"
"26790","20777"
"26784","20777"
"26781","20777"
"26774","20777"
"26773","20777"
"26751","20777"
"26750","20777"
"26744","20777"
"26737","20777"
"26728","20777"
"26721","20777"
"26717","20777"
